fid,username,score,wallet,eligible,reason
"1849359","iceio.base.eth","0.58","","false","no_verified_eth"
"1674614","alirezam1970.base.eth","0.46","","false","score_below_min"
"1353981","inwestpaw","0.02","0xafdcc3a921b6e7bd2fed69eb40f7ac54717d1580","false","score_below_min"
"1647824","mmashud20.base.eth","0.49","","false","score_below_min"
"1728600","snowrider442.base.eth","0.76","","false","no_verified_eth"
"1900387","eac","0.49","0x2805dc28ddc8676671fab7e420d2a83618ae629f","false","score_below_min"
"1688073","arceusx.base.eth","0.34","","false","score_below_min"
"1891165","emma419.base.eth","0.16","","false","score_below_min"
"1654904","microd0se.base.eth","0.61","","false","no_verified_eth"
"560260","alif313","0.38","0x8cb349b43e24f27160869c3631b94ac6338bbc50","false","score_below_min"
"1779349","crypt0era.base.eth","0.45","","false","score_below_min"
"1676485","elsadeq20.base.eth","0.51","","false","score_below_min"
"619993","bagirhektor","0.58","0xa0c7822423a959356bb4ab8cee51a50a795e0979","true","eligible"
"1839692","anthonyfx","0.29","0x42c464dba78d55e9806df3c20a43f175e3a600e7","false","score_below_min"
"1783550","barmstrongg","0.26","0x48e22131368f1c1c1196efe0661dbd52d84b42c9","false","score_below_min"
"272956","0xsweet","0.92","0xe656df09cca0f9967fc326a807217ec2c4dec9c8","true","eligible"
"1724215","erbilsmn.base.eth","0.43","","false","score_below_min"
"1653890","nebreex.base.eth","0.58","","false","no_verified_eth"
"1602630","nicolette1","0.48","0x65d3bbf7e9a2eb8d21ccfd448128104ba4e4a9c4","false","score_below_min"
"1545384","unclewazza","0.6","0x89f769e70e5614672baaccc3e6f27825591c11ec","true","eligible"
"206811","chrisybanks69","0.27","0x385b8068076219b7658a4320d7082f9275a7e17e","false","score_below_min"
"1595158","kevin15","0.49","0x57bdda0b61a5aae030d8aebef8cd5783dbfe1b92","false","score_below_min"
"1818241","winifredadam0026","0.4","0xe0801a2ad838352833ee5963fab1d8ed821ba1cf","false","score_below_min"
"847274","c2bsolution","0.94","0x0e4bf3cffb64c8c005372ee63aa14918c6a3e96a","true","eligible"
"488819","pdan","0.76","0x1df6035f143b799484eb92286e018b388df867ad","true","eligible"
"1810766","sloggerstudio.base.eth","0.32","","false","score_below_min"
"1720632","danbappana.base.eth","0.35","","false","score_below_min"
"1708387","garvinglobal.base.eth","0.22","","false","score_below_min"
"1807158","anardreams.base.eth","0.32","","false","score_below_min"
"1803738","man-of-letters.base.eth","0.36","","false","score_below_min"
"1581985","ethfidelvon","0.37","0xaca970eb1ca380a42d62fc10738255274f6201e1","false","score_below_min"
"1306492","mahil-feraz","0.23","0x88887cad20c9a4b3f1393a9a0310ff1587ea3723","false","score_below_min"
"1757482","jamesbrown22","0.26","0x96f7bbdc3b6ad9e0d56f21e4681072844a543cf2","false","score_below_min"
"1751005","najmulsakib.base.eth","0.33","","false","score_below_min"
"1752640","rhtamim.base.eth","0.56","","false","no_verified_eth"
"1749460","!1749460","0.33","","false","score_below_min"
"1753547","tusharbabu.base.eth","0.24","","false","score_below_min"
"1747661","0xnajmul.base.eth","0.33","","false","score_below_min"
"1782518","ahian007.base.eth","0.13","","false","score_below_min"
"1697478","niyazkarmi.base.eth","0.65","","false","no_verified_eth"
"1782492","baseethcklaim.base.eth","0.17","","false","score_below_min"
"1758617","raheembase.base.eth","0.3","","false","score_below_min"
"1786300","stonerdraider.base.eth","0.37","","false","score_below_min"
"1774521","adamu0026.base.eth","0.48","","false","score_below_min"
"1715445","khanyabmaedeh.base.eth","0.49","","false","score_below_min"
"1022790","shakers12","0.55","0x0bf76990688649fa2f3ad15d7a702815909d8fee","false","score_below_min"
"323068","mrmustafiz","0.34","0xd8c5826c85620f6d8e45ae5c70f8b808952dd59b","false","score_below_min"
"1633217","mkhanyab.base.eth","0.32","","false","score_below_min"
"1696098","takashicripto.base.eth","0.79","","false","no_verified_eth"
"1714376","mikrosoft.base.eth","0.33","","false","score_below_min"
"1345383","aaadult","0.63","0x79839ae0b0bace4725c8b49188ee28128ad75664","true","eligible"
"1582429","0xtarek.base.eth","0.42","","false","score_below_min"
"258670","amburadullz","0.35","0x52c337ae29fa2dbf68797f163b931b9704836771","false","score_below_min"
"1457260","bardetti34","0.13","0xfe8385a206c18c08c86421d4b7bbd8e2ce7a40a7","false","score_below_min"
"290132","chainvirus","0.95","0x373555fa55a0833663b3cc48ac64f8d71b89249e","true","eligible"
"1705192","sanigambo2004.base.eth","0.3","","false","score_below_min"
"1444144","floppyflip.base.eth","0.61","","false","no_verified_eth"
"1406896","mahdiimam43","0.51","0x7c61123dce049d0cf8ca554dbd783121c8edf7d4","false","score_below_min"
"1595965","jesspollak.base.eth","0.33","","false","score_below_min"
"1684196","talby.base.eth","0.18","","false","score_below_min"
"376919","hemnkurd","0.75","0xee78c5d6220628b63bc5c0a169122d5d37f523d3","true","eligible"
"1384214","harits.base.eth","0.9","","false","no_verified_eth"
"1343605","jhade.base.eth","0.31","","false","score_below_min"
"1637977","amdnaimalli835.base.eth","0.23","","false","score_below_min"
"1670702","kingblxq.base.eth","0.31","","false","score_below_min"
"1656586","lkriptobluel.base.eth","0.33","","false","score_below_min"
"1610343","ryan-onchain","0.53","0xf50efab571059025f8b2d4a1b372aaac5db5740e","false","score_below_min"
"1074286","abi998","0.63","0x41faecada3c9ea6973099879a4190f8571441dbb","true","eligible"
"1041687","block-key","0.64","0x9f9d5df0d4739b7d171b867d96e91d755a96013b","true","eligible"
"1655368","osman001.base.eth","0.25","","false","score_below_min"
"811782","kyivcryptohome","0.93","0x2fe55021aa3319de7b7e8390d52d1b9eeabab889","true","eligible"
"1664600","lilgesh.base.eth","0.31","","false","score_below_min"
"1663776","hamimnibba.base.eth","0.51","","false","score_below_min"
"1653472","hoodboy.base.eth","0.29","","false","score_below_min"
"330718","khaleefah","0.94","0xa5e09af54fc710755541d6a020b7a3c5cde968aa","true","eligible"
"1093215","uptopia-xyz","0.92","0xf4caf65eff21585a30a4b9fbe3fd925d01fa23a1","true","eligible"
"1646080","neerajbase.base.eth","0.36","","false","score_below_min"
"1237167","kimzzz","0.56","0x62861fe29ddb8a0aff4e7c8e7f7dd251dfee5817","true","eligible"
"1611743","emonkh1","0.19","0xf7103a7493012c0d90823a19d2d5bb3f05d247b0","false","score_below_min"
"544548","feiyuka.base.eth","0.77","0x3057a4c65d58a632dc76cff4bbe1fd97960b7053","true","eligible"
"1619387","realpeternavarro","0.42","0x86dad693573dab4dfba74caf7c41dc51d6e33752","false","score_below_min"
"1607758","theredrose0","0.28","0x3eda9e96d8acd1f5d0391b1622ae03915b35a8e5","false","score_below_min"
"1095006","dachangzhu","0.59","0x5a72885e824122965cfe1dac5b30f654fe3cbc50","true","eligible"
"1438123","logan7.base.eth","0.19","","false","score_below_min"
"1435796","mia39.base.eth","0.17","","false","score_below_min"
"1438150","benjamin999.base.eth","0.2","","false","score_below_min"
"1435779","isabella80.base.eth","0.33","","false","score_below_min"
"1435760","lucas00.base.eth","0.2","","false","score_below_min"
"1435749","jamesog.base.eth","0.3","","false","score_below_min"
"1435700","emma01.base.eth","0.31","","false","score_below_min"
"1435687","web3noah.base.eth","0.31","","false","score_below_min"
"1435663","liamliam.base.eth","0.1","","false","score_below_min"
"459348","samaneh8993","0.88","0xcc05e021de9b5dac6796e145e12460ed20da56a2","true","eligible"
"1435637","renel66766.base.eth","0.27","","false","score_below_min"
"1477380","btmvet.base.eth","0.9","","false","no_verified_eth"
"1541335","kelebekkkk","0.23","0x819808a7a38fe87385a4872f407d59ba53538dd8","false","score_below_min"
"1541764","arunkb1cbid.base.eth","0.76","","false","no_verified_eth"
"1596839","jesseetheruim","0.26","0x27f525955c41b88fedb2fd5124d19325e68fb2b3","false","score_below_min"
"738574","kokocodes","0.98","0xe2e65285945353f291c45f56cd8dba0273566927","true","eligible"
"1109872","albertofdez20","0.86","0x159daa05fe1c5ea72ce9537739e958ff7e1b6cd8","true","eligible"
"1612931","trinity007","0.23","0x6c6029527e0f1c6966f0652e3f9fa12b7d9cbd0d","false","score_below_min"
"393313","4x4","0.59","0x17bb2d0bd4cde19fabf85336f6b7ce82e3a1dce0","true","eligible"
"314643","hanif206307","0.91","0x5a66650712fc9dd779a968162c6838c65facb5f4","true","eligible"
"1359599","arrpeacebaseeth.base.eth","0.19","","false","score_below_min"
"1606100","hanumisatomi0","0.44","0x1d195101d938fbfd830857d6a24afd92542b0ca0","false","score_below_min"
"1193289","jonathan4727.base.eth","0.49","","false","score_below_min"
"268216","elx","0.97","0x228a131932c1c5f37f8a957aeec97bac0ce5470e","true","eligible"
"290384","rojatroy1e","0.8","0x99eb1acebdda74d9c14df8c81f8cbc91d51f3672","true","eligible"
"1597813","sayyangel","0.26","0xbd185f7036d4b56486886938b6b255a485119739","false","score_below_min"
"1374182","zwheel.base.eth","0.76","","false","no_verified_eth"
"1541434","ultraaslan","0.11","0x197addea7ba043cc2b740fc10da5146486fcb88d","false","score_below_min"
"1434205","sarkoptes.base.eth","0.62","","false","no_verified_eth"
"1611634","zaimstrong.base.eth","0.17","","false","score_below_min"
"1611867","nangky.base.eth","0.5","","false","score_below_min"
"1541033","nuni","0.13","0x9398563301195dc81413ae9ac8f2df145ca82474","false","score_below_min"
"1599824","beckyelestinec","0.58","0x620ee3f045973e8e1f6112011248e21bfce1e049","true","eligible"
"1376778","way4out","0.79","0x777f1e528dc857adb9f7f83e454032752e5cb640","true","eligible"
"246557","panik","0.97","0x702ba46435d1e55b18440100bc81eb055574875e","true","eligible"
"1610596","wolfeyes189","0.29","0x882a3535ecd576d0eecc67d66881d8bc75517ffb","false","score_below_min"
"1461712","bsibeth.base.eth","0.63","","false","no_verified_eth"
"1607618","jessebaseethhh","0.23","0xee3e5bb96c206a561a64d9b8c6c4e6df0275589e","false","score_below_min"
"1587367","farmmcaster","0.34","0x57bca5c2dc904b598f3f91958c35556b32f83548","false","score_below_min"
"1450532","lawsonjudy","0.34","0x36a9188c4f2a1388a2d44d41d247b048f4b6d519","false","score_below_min"
"762859","teberen","0.91","0x90b265eb08d3ce4d364177fb3af72b8e890c4238","true","eligible"
"1556547","layerx9.base.eth","0.26","","false","score_below_min"
"881616","asap88","0.19","0x7e334e459370b1ea138c9717ad2fff141e62558a","false","score_below_min"
"1085426","shakil6965r","0.9","0x7ddfb72a3121f60cdf2214a11f70f1427be472c4","true","eligible"
"1607269","trustlessstate12","0.13","0xb0e2160074845214fa9c505e001055f1285ff91e","false","score_below_min"
"1398522","cristain","0.39","0xbaea191e859371907b7d2695958b27ec42729dec","false","score_below_min"
"370342","senzer","0.51","0x043a1d1640e5754b62ee85306b49b500b8ce8b65","false","score_below_min"
"1167823","destinyosik.base.eth","0.46","","false","score_below_min"
"1360896","greedvault.base.eth","0.53","0x437b4102a3e3832ceeb93c9aedfac34822f496a5","false","score_below_min"
"1469682","ninerolls.eth","0.6","0x77fbb21175913e00be9e1d9c19acbd2752e7b976","true","eligible"
"1450304","nizami786.base.eth","0.55","","false","score_below_min"
"291971","megajayar.eth","0.97","0x2ff673a287a816fc4089cc51933f32e8c16fd416","true","eligible"
"305369","heleknax","0.87","0x5981ed1f094b46cf6148162ee3a246970858afe6","true","eligible"
"1121033","hweee.base.eth","0.87","","false","no_verified_eth"
"1115947","cptbased","0.84","0x9ae06d099415a8cd55ffce40f998bc7356c9c798","true","eligible"
"309710","nomadicframe","0.97","0x255148be130862531729937152d82c51142a5d56","true","eligible"
"298897","newscypto","0.71","0x9d1c777fad8d28e9f28f631ae4424e0d1aa611f9","true","eligible"
"630","rliriano","0.92","0xc8e0b13b8a33f85e4e715d8d17e2a0d7085c55aa","true","eligible"
"233625","arafah","0.79","0x1e3cfee7b721e17b057e93d2e4af33723818f766","true","eligible"
"1551162","sststesteve","0.24","0x1f2cd74a48569e6785a4b8962bae2befb1fcb981","false","score_below_min"
"429180","strangergirl","0.7","0x937190b27491acc0938e4e60d3011dace66236d0","true","eligible"
"1606561","bsatybc","0.29","0x9476a6162b42050734661ca32d76d8dd8d3588b4","false","score_below_min"
"213222","hendrazk","0.7","0x195e317f0616d1c3b3a4171a9997467aa05b376f","true","eligible"
"807149","bl1nk12","0.01","0xbd4221fd4b2e2e32c88cf206b9cedfe8adfb5c9c","false","score_below_min"
"1386077","meech9","0.36","0xb9ffff39b849d34cf52ef54d0f863f85633d09a4","false","score_below_min"
"1046731","marabara","0.95","0xb0ba77917cdda6e7cc2366bc3f49f247a760f70d","true","eligible"
"1604069","colebezuz","0.43","0xbe2b0ae31697b5fdada77f0b05664ee9463f4838","false","score_below_min"
"1600826","evaelfi","0.31","0x14fc82ef61adf3b0e6fc8073921e629ab4e4a063","false","score_below_min"
"1449449","sumuss.base.eth","0.47","","false","score_below_min"
"1050268","stlifestyle.base.eth","0.85","0x98b630395acfbbf944711bc470e3c89e5e52e253","true","eligible"
"1458102","drarmincrypto.base.eth","0.54","","false","score_below_min"
"1466159","cryptojefe.base.eth","0.81","","false","no_verified_eth"
"1595203","bernieport","0.46","0xb7d6bc7af5ab273adb95999f7c87cdbb0d8dd648","false","score_below_min"
"1452676","cryptoiyk.base.eth","0.24","","false","score_below_min"
"1442189","amandakaith56","0.26","0x12c0aad32d1115c1a9e5f2bc69aa401b547aae2b","false","score_below_min"
"1592209","susanjamie7","0.31","0x98729b868124de7fb11bd3120f9de332ff0320b9","false","score_below_min"
"1047800","fireflicker","0","0x315d073856f00fb11d0b814d50abdd379ad54ca8","false","score_below_min"
"1047778","auraslice","0","0xe4313bff4e1ac4bd36eec8f2fc629e1763ef3578","false","score_below_min"
"1050105","nanami777","0.5","0x03eb398742ae7e5bfcb0eaa490edafdd4756ddb6","false","score_below_min"
"20081","alexandergt","0.97","0xaca2f322d69e07993e073c8730180fb139ca4446","true","eligible"
"1165252","edriceth","0.68","0xdd0933bc0d2921132cdfe2f91422f56d1b6d89ab","true","eligible"
"544630","sabidah","0.61","0x0b00b78a91ca498b7df12bdbd2089cb2fdc17a77","true","eligible"
"939438","fireog","0.91","0x3e290cf558f98cf444b948bf962a6378b78fe369","true","eligible"
"1425163","renaldi308","0.2","0xc8c979d171455bf855bc873fd2b08b1f9575af5c","false","score_below_min"
"1046831","node8th","0.26","0xd988ccfd5af5f297c07fc7813fcca85f41285b9c","false","score_below_min"
"1444170","nickychirita","0.48","0xebb0ba392b97e0f809bbfcfac9dda80273926e0c","false","score_below_min"
"203754","satoshinaka","0.67","0x2136184d88f0e711f59098586511e60005404db8","true","eligible"
"1009776","betobutter","0.92","0x8f7971130abbad9dbe9caf6886c31b64d4504737","true","eligible"
"5395","0xconca.eth","0.97","0x788f6b0226553f7331054438e3bda08f989cc007","true","eligible"
"975990","aisextinzi","0.13","0x0c8c6ec14bc2e7c9e9a7a1efe338a96190e189b8","false","score_below_min"
"194071","duccpt992","0.59","0x11886d015734a3b21e31e64708e9dad7d460febc","true","eligible"
"1552184","ann4u","0.41","0x9dd0ff47d7fe01293891b73be9ab41295ecc8492","false","score_below_min"
"317613","blocksheeprace","0.52","0x5a1ab72006941ff3a6213c5eae297d547a2e2909","false","score_below_min"
"1494590","fazilat.base.eth","0.65","","false","no_verified_eth"
"221255","ligne12","0.82","0x586b616470edc7640466d7ac2182b017b9000820","true","eligible"
"277093","gang101","0.67","0x1a337066433877c0ec34afade14945cb0aaf39a6","true","eligible"
"342433","ireside.eth","0.95","0xa5ec502a322dd8ed24f154c3a830475ca2d71e48","true","eligible"
"805808","k0r0na18","0.38","0xfc52b1a5eb28a744857e1ae3cbd9b6b4a0555016","false","score_below_min"
"17817","rezanonestop","0.62","0xca26f58a0a6d0bc06354305f46c4225fce7aa550","true","eligible"
"1147334","reeeee.base.eth","0.7","","false","no_verified_eth"
"862378","eternalval.eth","0.56","0x92d0ea405c02a5afda6154989d207493f9789972","true","eligible"
"805794","t1tan7","0.01","0xf4c110a06d47754292ac818e594c91be7a93aa58","false","score_below_min"
"1501006","web3webguy","0.57","0x674d1d17a6b961a1ea4b361fa46c3708a5e41f46","true","eligible"
"1489028","yasawa7a","0.15","0x3b5a5da06a184734a8ea33083480e7fb7a3b5eb9","false","score_below_min"
"1552484","mysticmolly1111","0.22","0xed2f84c58e3003f0daf40464fc9016cae4b6b8ca","false","score_below_min"
"427764","bluegirl","0.55","0xa9ebdbb1f787bb72587b09344e438463b6d015d7","false","score_below_min"
"5494","jachian","1","0x9b327cd5c79b58bd64388a742adc9489dc7f2dbb","true","eligible"
"1535200","elonmusk767-767","0.42","0xba4b7c4223823f428fc60461d846c0cc9f723e2d","false","score_below_min"
"1410950","l1ttledumps.base.eth","0.5","0x4ea2148161e354a15d112fd58fdb4e4eab73ec33","false","score_below_min"
"1362089","trololololo00.eth","0.6","0x265a965706bca4e83a5993eaae0e9caaf12f63f0","true","eligible"
"1371361","frustration","0.84","0xcbd5b4ecac88bf7d9653c19fd422f4fa255dba2b","true","eligible"
"321163","paulc7.base.eth","0.6","0x5415f65eac0bc3d3cccc2338c1efa3126c2ee5cb","true","eligible"
"1551150","eliteoptiontrade","0.09","0xf170e7626fbfc88d9ad29a731798d2dde948149c","false","score_below_min"
"1456473","salmabatool","0.25","0xa5adc698de90ae3ae436f5ebe158303b060b1f66","false","score_below_min"
"1548296","laurencofi","0.24","0xd091f6b6021cdbca740f7f713a421291e2d13c9d","false","score_below_min"
"1358782","vibeofficial","0.64","0xd6f81a9d256c667837c120ad5d01247755a5ebb1","true","eligible"
"1488688","czz24.base.eth","0.47","","false","score_below_min"
"268626","subairtec","0.72","0xf54c3de95f9da695f96699b8ccf40fe512661712","true","eligible"
"1493391","mazankwarai.base.eth","0.38","","false","score_below_min"
"526509","charlesmario","0.31","0xfa237e2ad50396a6b290e27aefa2e4ca2416ead8","false","score_below_min"
"1545012","auroranaomi","0.33","0x5e6cca978c1cf355591d95dc3090239972124503","false","score_below_min"
"805858","br4vo15","0.3","0xde0393c39b65330ebb01ff9b05a55c038cc5f2a3","false","score_below_min"
"300025","blueowl","0.78","0xf8589b54fd7fa01f48ede3a8ab857fdff2eda510","true","eligible"
"339133","mikeaknin","0.69","0x55cfce6f38f2d7272e30b14fafe418946caa876c","true","eligible"
"1534552","alexvitios","0.31","0x805db1f6ab09668be4e187f467d254a43a295114","false","score_below_min"
"806049","p1x3l12","0.05","0xd315216c01328f6755fc3e5e1fb15f0437b1be84","false","score_below_min"
"1460953","juicinesslove.base.eth","0.53","","false","score_below_min"
"1436370","crazyy","0.83","0xa853c3ce1cfdfba89b7ceea3bfc06cd94ff512ff","true","eligible"
"1475320","natashamary337","0.33","0x070257ad62d84a6abbec8b6d9ce0b9916b111adf","false","score_below_min"
"1448119","auran.base.eth","0.5","","false","score_below_min"
"201721","daves","0.63","0x75a82e93f72db7c83a72b36e5dff0f068b4c5676","true","eligible"
"1491505","darkdream.base.eth","0.54","","false","score_below_min"
"333144","mehedi01320","0.76","0x70997ccb5ebf5b94aa0968f62349ffcde9024f4e","true","eligible"
"1435676","awokjp.base.eth","0.44","","false","score_below_min"
"809532","p1oneer19","0.05","0xb20654db5c270173c00ade10ea021d84b1c3ebcc","false","score_below_min"
"880558","geniusjoe","0.88","0x50e023954e4ef678e0c906c0d761fea854b63c6e","true","eligible"
"214746","jvhbo","0.95","0x2a9585da40de004d6ff0f5f12cfe726bd2f98b52","true","eligible"
"552763","robivai","0.85","0x33ee7611307b6e689b537abf9a6ad38845707cd3","true","eligible"
"1512396","linda6262626","0.33","0x2ca11e30c60f56bd02dc117e4f47f083ff36f75e","false","score_below_min"
"1412592","hoangduongbilly8","0.78","0x5fbc0f6f2d8e3ba4d76d1738e89dc6e2bea4fb74","true","eligible"
"1060495","delahuntagram","0.91","0x7cb71fc5af75e4879869629977b4e436db3970e8","true","eligible"
"1489634","chrisco-created","0.13","0x92ffbeb4bc03cbcaad68f973ba1b78541af0560c","false","score_below_min"
"1062615","tra30s","0.46","0x608d4ce43bd2623cede6c5e0c1b9029dd7b037f2","false","score_below_min"
"1473954","rudeprince.base.eth","0.54","","false","score_below_min"
"1429901","xbaser.base.eth","0.88","","false","no_verified_eth"
"1440432","agritoken","0.84","0xc690ea5c4ba81e4980c8fde4eb8a6fb76fcb9d3a","true","eligible"
"1492439","thenerdsuniverse","0.27","0xa25a1654eeb5d9a6954ac2163a13585980aa2aec","false","score_below_min"
"807168","tr0jan19","0","0x24c006c567771842c9603d8a14fb462f5f7646ec","false","score_below_min"
"798683","kanier","0","0x075d5d5dbc6d9ec5da27e5f94bc27d2d0e0312dc","false","score_below_min"
"1420724","solduser.base.eth","0.65","","false","no_verified_eth"
"1434984","tanveerbean.base.eth","0.74","","false","no_verified_eth"
"798523","eolaideat","0.01","0xccafc8743f042ab9d707ddd4f898e41d058da5f4","false","score_below_min"
"798617","quenat","0","0x0aad058a7804850f7d6e14015a8865bee4819c64","false","score_below_min"
"1076086","bearland.base.eth","0.92","0xe0584bd41c11f9f16e57e45b183d3dc18599547c","true","eligible"
"1456214","kauersaki","0.71","0x2566c41ee904074a643b023278f0f89df1156370","true","eligible"
"310444","faithe","0.76","0x776462ff8707c8520a70cbb62e4a6410acef247d","true","eligible"
"304523","sorouchhm","0.52","0xaa3f70060b9839734a774db4a5c3e3792e8fd546","false","score_below_min"
"805823","m0ment","0.04","0x2a38051143fd577355852085f6016f9230691a1b","false","score_below_min"
"1414135","hridoy0769.base.eth","0.25","","false","score_below_min"
"1466810","rimon8.base.eth","0.8","","false","no_verified_eth"
"1477922","imaginaryxnfts","0.53","0xc3ed092731cbc953f2ebfd81c025bfa764607616","false","score_below_min"
"1452587","kpopp.base.eth","0.89","","false","no_verified_eth"
"253930","0xdecentralist.eth","0.63","0x9df097378fd24d51a5ade0d0c895975b78e7e4ac","true","eligible"
"1444264","elonmusk2244.base.eth","0.56","","false","no_verified_eth"
"1480023","1elonceoa","0.45","0x70eb8468542312c33a32b7c6c128cd76d718bfbc","false","score_below_min"
"1469599","rviceroy.base.eth","0.48","","false","score_below_min"
"1070123","obaidreal","0.39","0xcf13d797ea7be9c56408f0045182cff7b16635a0","false","score_below_min"
"1452510","basexxxxx.base.eth","0.76","","false","no_verified_eth"
"1076972","ahmedkhan919","0.6","0x2b242e410538ebd8ebe7bba3b0ae5d2655a13e76","true","eligible"
"1218036","burgermoney","0.9","0x1bbcccea0f329b0b0389655886a86b5172f7b84a","true","eligible"
"1206289","turk182.base.eth","0.66","","false","no_verified_eth"
"714965","tasnimmily","0.78","0x5f741994c563112e09861cd9c9fa88efec15c3c5","true","eligible"
"898346","hungthanh402","0.62","0xf6042f30af88dc859fac4a1d3e568b1bcbc57213","true","eligible"
"898972","itsziyed","0.47","0xa2ab760aedd804da85a8d5a93f3af823b585750c","false","score_below_min"
"1469860","maxmax.base.eth","0.23","","false","score_below_min"
"1457139","wan2firdauz","0.58","0x20dc129a6c45f920e5566cf477e3d24bbc658c8c","true","eligible"
"1060579","shafiul94","0.72","0x848e4c220d78dae7e730d165788a12e16f1fa2c2","true","eligible"
"14978","hypoweb3.eth","0.94","0xb06437c630b57598a6c177513f2f4ab04b95744b","true","eligible"
"1122702","abbillal1.base.eth","0.73","","false","no_verified_eth"
"1469417","nakatoshisamoto.base.eth","0.57","","false","no_verified_eth"
"251805","kentungjp","0.52","0x5f976ca983e377846d148de9e7d36103fe4e70f2","false","score_below_min"
"933834","dexca","0.93","0x55fbfddd6ba05a474137d6d290d3aeac9757363d","true","eligible"
"1469305","kareenlizzy","0.36","0xd97a446893e850f49786938d3c7d8801d8ec82ef","false","score_below_min"
"798689","rryleminee","0","0x797fd3e961720424688eba11d57fc8d54d088ccf","false","score_below_min"
"797270","paniliqiv","0.01","0xdaa08c69546bcac3db10bae173a43a20ec5e3fdc","false","score_below_min"
"1149473","shreyaiw.base.eth","0.6","","false","no_verified_eth"
"1358936","arefin1997","0.5","0x484ab20eb42b360efba124e34db3873f669944e9","false","score_below_min"
"1469009","angelia.base.eth","0.71","","false","no_verified_eth"
"1469389","sexyboy.base.eth","0.15","","false","score_below_min"
"1464000","koner144.base.eth","0.85","","false","no_verified_eth"
"1406690","hait649.base.eth","0.66","","false","no_verified_eth"
"1461474","reho1995","0.16","0xeab08ee38e607d178b7551451c155211319b1b80","false","score_below_min"
"1112253","leofque","0.45","0x15ee55e7e7db04c7f3bc0a31c85265bef7fbba5f","false","score_below_min"
"1444252","amitkrx831.base.eth","0.66","","false","no_verified_eth"
"237548","mutlucankurt","0.7","0x00167dc74b2a630547951858f6e3cadad3c629ed","true","eligible"
"1462006","tiriac","0.27","0xeadc7b97f426806f6cb4fcf70ecade253a3fa60c","false","score_below_min"
"693527","lesomkara","0.02","0x5c2c5d2d6059cfd1639323ff4d724df28316ed4d","false","score_below_min"
"693882","svapmor","0.04","0xee18a4beef6285e0340d6a6ce1c5cbd24e17e709","false","score_below_min"
"331049","fruityespresso","0.55","0x7c97ff52de412d92a61b7e3978d4b1d56fc4835d","false","score_below_min"
"807141","f1gure21","0","0x1ce6b882ad21d5c9a366fe80b64704bc5c89abd6","false","score_below_min"
"807260","p1lot21","0","0x3582147e3364548afe10ef81d46d61eeaed8dfab","false","score_below_min"
"807103","l0tus22","0","0xa36d26811ba674d7f551dc50e5975d17d6eb5f30","false","score_below_min"
"807228","q0rtex20","0","0xdf0db45febeb12de79ca53f7006867b4bacc1ada","false","score_below_min"
"807267","5quantum","0","0xd5a63f95a79f84b86dda73e306fbfc11804a4fcd","false","score_below_min"
"1453857","jakeclaverqf0p","0.48","0x93a6822687438655177e63eee6f7744300f102f2","false","score_below_min"
"1449154","mijanur77.base.eth","0.75","","false","no_verified_eth"
"1051993","turin0","0.18","0x4b9147e8f5ef1148f2a6c581f668f459a7efa9b0","false","score_below_min"
"1429309","mrd77.base.eth","0.22","","false","score_below_min"
"1447135","neskolko","0.35","0x7c8871c5d86ee3a157fea450937c161adc351a3c","false","score_below_min"
"1306706","sarhat","0.6","0xd2883a6756797b929e9a79e909e5f50323d986ba","true","eligible"
"1414799","lulegenda.base.eth","0.27","","false","score_below_min"
"1432947","wildframe.base.eth","0.21","","false","score_below_min"
"1442385","zerozim.base.eth","0.75","","false","no_verified_eth"
"1439000","nusratfaria","0.54","0xc3dfa9b3d0264585cfdf69b5c4dab76b6caf18dd","false","score_below_min"
"255169","n00ts","0.9","0xa26997a78e5d90704437cecde7b6021280ed029a","true","eligible"
"1439728","rifatn.base.eth","0.57","","false","no_verified_eth"
"273791","315","0.73","0x9509ad9a025155857f9d788f34d30f52aa2db8ed","true","eligible"
"198826","shockwavedragons","0.91","0x2ebfc3f01d584fb7428495b46e16cb40b141e700","true","eligible"
"1436194","web3billion11.base.eth","0.93","","false","no_verified_eth"
"807172","c4stle12","0","0x4b59f3b9cd5c10e38fccfc127263ec1fa068bc7d","false","score_below_min"
"548007","trunghieu95","0.56","0x885d524bd147191a1f6bd79ec75346036c1365e6","true","eligible"
"805364","c1pher24","0.01","0x47e085197ce3b6779d79878b46f81ef038faae6f","false","score_below_min"
"1438862","yumi8.base.eth","0.27","","false","score_below_min"
"809592","p1lot13","0.05","0x44b471caa741939de3f81d840c0b23f5ea2d9f9f","false","score_below_min"
"809269","q1uiver2","0.01","0x72dc23fc86dde95c643b76eccffaf1f9be012895","false","score_below_min"
"1067707","mominsdcc","0.6","0x1522269d59d352a1d88bc67ec7be52199d50bee2","true","eligible"
"1433625","chenxiaomao12345.base.eth","0.48","","false","score_below_min"
"1423992","blumay","0.26","0xe00abb00112dda281a38ee65c8a11f029c7c7831","false","score_below_min"
"14731","sanchotero","0.7","0xf77e2c9b9ea81843d97a034e50aaa61b54edcc92","true","eligible"
"301258","namsom","0.83","0x688e603bf3cb0aed46f39635035d341abe1d5466","true","eligible"
"1425970","abbass-1","0.2","0x323170e25fe2cbfed92a8a3cb7b62c3f682987b1","false","score_below_min"
